NazwaInstytucji,NrRozliczeniowy,Miejscowosc
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10205659,"Frankfurt am Main, Neue Mainzer Straße 52-58, 60-311"
Bank Polska Kasa Opieki Spółka Akcyjna,12404285,"Gliwice, ul. Prymasa Stefana Wyszyńskiego 6, 44-100"
BNP Paribas Bank Polska Spółka Akcyjna,16001303,"Gdańsk, ul. Wojciecha Bogusławskiego 2, 80-958"
Bank Spółdzielczy w Gniewie,83460005,"Gniew, pl. Grunwaldzki 26, 83-140"
Bank Polska Kasa Opieki Spółka Akcyjna,12401398,"Starachowice, ul. Radomska 31, 27-200"
Volkswagen Bank GmbH Spółka z ograniczoną odpowiedzialnością Oddział w Polsce,21300004,"Warszawa, Rondo ONZ 1, 00-124"
Bank Spółdzielczy w Goleniowie,93751012,"Nowogard, ul. 3 Maja 14, 72-200"
Credit Agricole Bank Polska Spółka Akcyjna,19401210,"Warszawa, ul. Żwirki i Wigury 18A, 02-092"
Bank Spółdzielczy w Leśnicy,89071076,"Izbicko, ul. Powstańców Śląskich 8, 47-180"
Powiatowy Bank Spółdzielczy w Sokołowie Podlaskim,92210000,"Sokołów Podlaski, ul. Wolności 48, 08-300"
Santander Bank Polska Spółka Akcyjna,15002022,"Warszawa, ul. Powstańców Śląskich 108A, 01-466"
Bank Polska Kasa Opieki Spółka Akcyjna,12405426,"Kolbudy, ul. Wybickiego 32C, 83-050"
Bank Polska Kasa Opieki Spółka Akcyjna,12406449,"Bielsko-Biała, ul. ks. Stanisława Stojałowskiego 23, 43-300"
Warmińsko - Mazurski Bank Spółdzielczy,88581011,"Jeziorany, ul. Głowackiego 1/14, 11-320"
Lubusko-Wielkopolski Bank Spółdzielczy,83621044,"Krzyż Wielkopolski, ul. Poznańska 1, 64-761"
Bank Spółdzielczy w Zawadzkiem,89091045,"Radłów, ul. Długa 2, 46-331"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10201013,"Warszawa, ul. Sienkiewicza 12/14, 00-944"
Bank Spółdzielczy w Głogowie Małopolskim,91591023,"Świlcza, Świlcza 162a, 36-072"
BANK POLSKIEJ SPÓŁDZIELCZOŚCI SPÓŁKA AKCYJNA,19301028,"Opole, ul. Światowida 2, 45-325"
Bank Spółdzielczy w Obornikach Śląskich,95831022,"Brzeg Dolny, ul. Kolejowa 8, 56-120"
Bank Polska Kasa Opieki Spółka Akcyjna,12404315,"Mysłowice, ul. Mikołowska 6, 41-400"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10205460,"Żary, ul. Przeładunkowa 9, 68-200"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10204926,"Sandomierz, ul. Mickiewicza 11A, 27-600"
Santander Bank Polska Spółka Akcyjna,15001881,"Gdynia, ul. 10 Lutego 11, 81-366"
Pomorski Bank Spółdzielczy w Świdwinie,85811056,"Borne Sulinowo, ul. Lipowa 8, 78-449"
Bank Spółdzielczy we Wronkach,89611025,"Trzcianka, pl. Pocztowy 2/1, 64-980"
Nadwiślański Bank Spółdzielczy w Solcu-Zdroju,85170007,"Solec-Zdrój, ul. 1 Maja 6, 28-131"
Bank Spółdzielczy w Słomnikach,86141011,"Iwanowice, Iwanowice 99, 32-095"
mBank Spółka Akcyjna,11402134,"Aleksandrów Łódzki, ul. Piotrkowska 22, 95-070"
Bank Spółdzielczy w Żorach,84560009,"Żory, ul. Męczenników Oświęcimskich 28, 44-240"
Bank Polska Kasa Opieki Spółka Akcyjna,12404911,"Zawiercie, ul. Sikorskiego 19, 42-400"
Nadobrzański Bank Spółdzielczy w Rakoniewicach,90810006,"Rakoniewice, pl. Powstańców Wielkopolskich 34, 62-067"
Bank Polska Kasa Opieki Spółka Akcyjna,12404807,"Dębica, ul. Tadeusza Kościuszki 6, 39-200"
Elavon Financial Services Designated Activity Company (Spółka z O.O. o Wyznaczonym Przedmiocie Działalności) Oddział w Polsce,24100001,"Warszawa, ul. Puławska 17, 02-515"
Bank Polska Kasa Opieki Spółka Akcyjna,12404924,"Dąbrowa Górnicza, ul. 3 Maja 14, 41-300"
Bank Spółdzielczy w Raciążu,82331014,"Szreńsk, ul. Rynek 5, 06-550"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10200234,"Wrocław, ul. Powstańców Śląskich 60, 53-333"
Meander Bank Spółdzielczy w Krzyżanowicach,84740007,"Krzyżanowice, ul. Tworkowska 12, 47-450"
Bank Handlowy w Warszawie Spółka Akcyjna,10301205,"Łódź, ul. Piotrkowska 74, 90-950"
Bank Polska Kasa Opieki Spółka Akcyjna,12401079,"Raszyn, pl. Szwedzki 3, 05-090"
Bank Polska Kasa Opieki Spółka Akcyjna,12406898,"Kościan, Rynek 32, 64-000"
Bank Polska Kasa Opieki Spółka Akcyjna,12406524,"Poznań, pl. Wolności 18, 61-739"
Pekao Bank Hipoteczny Spółka Akcyjna,12400102,"Warszawa, ul. Skierniewicka 10a, 01-230"
Santander Bank Polska Spółka Akcyjna,10901421,"Września, ul. Warszawska 17, 62-300"
Bank Polska Kasa Opieki Spółka Akcyjna,12402119,"Otwock, ul. Świderska 2/4, 05-400"
Bank Spółdzielczy Ziemi Kraśnickiej  w Kraśniku,87171019,"Dzierzkowice, Rynek 2, 23-251"
Bank Polska Kasa Opieki Spółka Akcyjna,12402164,"Błonie, ul. Poznańska 4, 05-870"
Santander Bank Polska Spółka Akcyjna,10901548,"Gubin, ul. Ułanów Karpackich 3, 66-620"
Bank Spółdzielczy w Bydgoszczy,81421017,"Dąbrowa Chełmińska, ul. Bydgoska 44, 86-070"
Bank Polska Kasa Opieki Spółka Akcyjna,12402627,"Kolbuszowa, ul. Tadeusza Kościuszki 18, 36-100"
Santander Bank Polska Spółka Akcyjna,10901955,"Lubań, pl. 3 Maja 16, 59-800"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10202674,"Ostrowiec Świętokrzyski, ul. Siennieńska 11, 27-400"
Bank Spółdzielczy w Lubrańcu,95591030,"Boniewo, ul. Szkolna 7, 87-851"
ING Bank Śląski Spółka Akcyjna,10500507,"Katowice, ul. Chorzowska 50, 40-101"
mBank Spółka Akcyjna,11401111,"Olsztyn, ul. Piłsudskiego 44A, 10-450"
Bank Spółdzielczy w Legionowie,80130006,"Legionowo, ul. Rynek 4, 05-120"
Santander Bank Polska Spółka Akcyjna,10901971,"Bogatynia, ul. Daszyńskiego 4ABC, 59-920"
Bank Polska Kasa Opieki Spółka Akcyjna,12401297,"Zgorzelec, ul. Staszica 14, 59-900"
Bank Spółdzielczy w Cycowie,81911042,"Panieńszczyzna, al. Warszawska 45, 21-002"
Bank Spółdzielczy w Jasionce,91910000,"Jasionka, Jasionka 71A, 36-002"
Bank Polska Kasa Opieki Spółka Akcyjna,12406700,"Kłodzko, pl. Bolesława Chrobrego 20, 57-300"
Alior Bank Spółka Akcyjna,13001049,"Warszawa, ul. Łopuszańska 38D, 02-232"
Bank Ochrony Środowiska Spółka Akcyjna,15401157,"Warszawa, ul. Żytnia 15 lokal 6, 01-014"
Santander Bank Polska Spółka Akcyjna,10902327,"Kłodzko, ul. Kościuszki 7, 57-300"
Bank Polska Kasa Opieki Spółka Akcyjna,12402151,"Warszawa, pl. Bankowy 2, 00-950"
mBank Spółka Akcyjna,11401052,"Bydgoszcz, ul. Grodzka 19-21, 85-109"
ESBANK Bank Spółdzielczy,89800009,"Radomsko, ul. Tysiąclecia 4, 97-500"
Santander Bank Polska Spółka Akcyjna,10902848,"Poznań, pl. Wolności 15, 61-739"
Bank Spółdzielczy w Namysłowie,88900001,"Namysłów, Plac Wolności 12, 46-100"
Bank Spółdzielczy w Przysusze,91451095,"Klwów, ul. Przysuska 1, 26-415"
Bank Handlowy w Warszawie Spółka Akcyjna,10301029,"Warszawa, ul. Senatorska 16, 00-923"
Narodowy Bank Polski,10101010,"Warszawa, pl. Powstańców Warszawy 4, 00-950"
Bank Polska Kasa Opieki Spółka Akcyjna,12405035,"Ostrowiec Świętokrzyski, ul. Wardyńskiego 11, 27-400"
Bank Spółdzielczy w Brodnicy,94840007,"Brodnica, ul. Kamionka 27, 87-300"
Bank Spółdzielczy w Różanie,89250006,"Różan, ul. Wileńska 2, 06-230"
ING Bank Śląski Spółka Akcyjna,10501142,"Częstochowa, Aleja Najświętszej Maryi Panny 36/38, 42-200"
Nadsański Bank Spółdzielczy,94301029,"Jeżowe, Centrum 224, 37-430"
DNB Bank Polska Spółka Akcyjna,13701255,"Warszawa, ul. Postępu 15C, 02-676"
Bank Spółdzielczy w Zaleszanach,94391017,"Radomyśl n.Sanem, Rynek Duży 9, 37-455"
Bank Polska Kasa Opieki Spółka Akcyjna,12401170,"Bielsko-Biała, ul. Grunwaldzka 40A, 43-300"
mBank Spółka Akcyjna,11401443,"Gorzów Wielkopolski, ul. Przemysłowa 2, 66-400"
ING Bank Śląski Spółka Akcyjna,10500262,"Katowice, ul. Chorzowska 50, 40-101"
mBank Spółka Akcyjna,11402091,"Wałbrzych, ul. Sienkiewicza 2, 58-300"
Bank Polska Kasa Opieki Spółka Akcyjna,12406843,"Zielona Góra, ul. Podgórna 9A, 65-213"
DNB Bank Polska Spółka Akcyjna,13701082,"Warszawa, ul. Postępu 15C, 02-676"
Santander Bank Polska Spółka Akcyjna,15002341,"Sokółka, ul. Stefana Wyszyńskiego 2, 16-100"
Świętokrzyski Bank Spółdzielczy w Jędrzejowie,84900007,"Jędrzejów, ul. Przypkowskiego 30, 28-300"
BANK POLSKIEJ SPÓŁDZIELCZOŚCI SPÓŁKA AKCYJNA,19301044,"Wrocław, ul. Henryka Sienkiewicza 77, 50-348"
ING Bank Śląski Spółka Akcyjna,10500493,"Katowice, ul. Chorzowska 50, 40-101"
Alior Bank Spółka Akcyjna,10600207,"Warszawa, ul. Łopuszańska 38D, 02-232"
BNP Paribas Bank Polska Spółka Akcyjna,17501224,"Rzeszów, al. Tadeusza Rejtana 23, 35-326"
Bank Polska Kasa Opieki Spółka Akcyjna,12403392,"Lipno, ul. 3 Maja 22, 87-600"
Bank Spółdzielczy w Raszynie,80040002,"Raszyn, ul. Al. Krakowska 72, 05-090"
Santander Bank Polska Spółka Akcyjna,15001331,"Biała Podlaska, ul. Brzeska 27, 21-500"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10200029,"Warszawa, ul. Wólczyńska 133, 01-919"
ING Bank Śląski Spółka Akcyjna,10500406,"Katowice, ul. Chorzowska 50, 40-101"
Bank Spółdzielczy w Zatorze,81360000,"Zator, ul. Różana 2, 32-640"
Bank Polska Kasa Opieki Spółka Akcyjna,12402278,"Ostrowiec Świętokrzyski, ul. Wardyńskiego 11, 27-400"
Bank Polska Kasa Opieki Spółka Akcyjna,12406915,"Inowrocław, ul. Dworcowa 29, 88-100"
Międzypowiatowy Bank Spółdzielczy w  Myszkowie,82790000,"Myszków, ul. Kościuszki 111, 42-300"
Bank Polska Kasa Opieki Spółka Akcyjna,12401066,"Warszawa, Al. Jerozolimskie 65/79, 00-950"
Bank Spółdzielczy w Krasnymstawie,82000008,"Krasnystaw, ul. Mostowa 25, 22-300"
Bank Polska Kasa Opieki Spółka Akcyjna,12406667,"Szczecin, ul. Grodzka 9, 70-560"
Bank Spółdzielczy w Piotrkowie Kujawskim,95511012,"Zbójno, Zbójno 153, 87-645"
BNP Paribas Bank Polska Spółka Akcyjna,17501279,"Lubin, ul. Piłsudskiego 12, 59-300"
Bank Spółdzielczy we Frampolu,96040005,"Frampol, ul. Rynek 16, 23-440"
Bank Polska Kasa Opieki Spółka Akcyjna,12403624,"Sulęcin, ul. Park Bankowy 2, 69-200"
Bank Spółdzielczy w Grodzisku Wielkopolskim,90630008,"Grodzisk Wielkopolski, ul. Chopina 1, 62-065"
SkyCash Poland Spółka Akcyjna,60400004,"Warszawa, ul. Sienna 73, 00-833"
Santander Bank Polska Spółka Akcyjna,10902343,"Strzegom, ul. T.Kościuszki 14, 58-150"
Bank Polska Kasa Opieki Spółka Akcyjna,12402731,"Węgrów, ul. Piłsudskiego 1, 07-100"
Bank Polska Kasa Opieki Spółka Akcyjna,12401718,"Tomaszów Mazowiecki, ul. Prezydenta Ignacego Mościckiego 31/33, 97-200"
Santander Bank Polska Spółka Akcyjna,10901098,"Gdańsk, ul. 3 Maja 3, 80-958"
Santander Bank Polska Spółka Akcyjna,10902301,"Dzierżoniów, ul. Mickiewicza 4, 58-200"
Bank Spółdzielczy w Działdowie z siedzibą w Lidzbarku,82150006,"Lidzbark, ul. Nowy Rynek 18, 13-230"
Bank Spółdzielczy w Chojnie,93701017,"Cedynia, ul. Bolesława Chrobrego 9, 74-520"
Bank Polska Kasa Opieki Spółka Akcyjna,12405295,"Przasnysz, ul. 3 Maja 13, 06-300"
Warmiński Bank Spółdzielczy,88571041,"Dobre Miasto, ul. Wojska Polskiego 8, 11-040"
Santander Bank Polska Spółka Akcyjna,10901014,"Warszawa, ul. Kasprowicza 119A, 01-949"
POZNAŃSKI BANK SPÓŁDZIELCZY,90430002,"Poznań, ul. Bolesława Krzywoustego 3, 61-144"
mBank Spółka Akcyjna,11401179,"Rybnik, ul. Rudzka 3, 44-200"
BNP Paribas Bank Polska Spółka Akcyjna,20302254,"Warszawa, ul. Twarda 18, 00-105"
Bank Spółdzielczy w Nadarzynie w upadłości,80171012,"Żabia Wola, ul. Warszawska 12, 96-321"
Bank Spółdzielczy w Lubaczowie,90940006,"Stary Dzików, ul. Kościuszki 73, 37-632"
Bank Polska Kasa Opieki Spółka Akcyjna,12405224,"Sokółka, ul. Marsz. Józefa Piłsudskiego 5, 16-100"
ING Bank Śląski Spółka Akcyjna,10500002,"Katowice, ul. Sokolska 34, 40-086"
Bank Polska Kasa Opieki Spółka Akcyjna,12404403,"Rybnik, ul. 3 Maja 10, 44-200"
Bank Spółdzielczy w Oleśnicy,95841018,"Bierutów, ul. Mickiewicza 25A, 56-420"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,14401260,"Łódź, ul. Rzgowska 34/36, 93-172"
Bank Pocztowy Spółka Akcyjna,13202387,"Bydgoszcz, ul. Jagiellońska 17, 85-959"
Powiatowy Bank Spółdzielczy w Zamościu,96031016,"Mircze, ul. Kryłowska 143, 22-530"
Bank Spółdzielczy w Rykach,87241015,"Stężyca, ul. Podwale 2, 08-540"
Santander Bank Polska Spółka Akcyjna,10901030,"Warszawa, Zygmunta Krasińskiego 10, 01-615"
Krakowska Spółdzielcza Kasa Oszczędnościowo-Kredytowa w Krakowie,70790001,"Kraków, ul. Ujastek 3, 30-969"
Bank Spółdzielczy w Halinowie,80191036,"Warszawa, Aleja gen. Antoniego Chruściela ""Montera"" 39A, 04-454"
BANK POLSKIEJ SPÓŁDZIELCZOŚCI SPÓŁKA AKCYJNA,19301800,"Kielce, ul. Planty 8, 25-502"
Bank Polska Kasa Opieki Spółka Akcyjna,12406768,"Wrocław, ul. Ruska 51A, 50-079"
DNB Bank Polska Spółka Akcyjna,13701196,"Warszawa, ul. Postępu 15C, 02-676"
Spółdzielczy Bank Ludowy w Złotowie,89411016,"Okonek, ul. Niepodległości 25-26, 64-965"
mBank Spółka Akcyjna,11401049,"Bielsko-Biała, pl. Wolności 7, 43-304"
ING Bank Śląski Spółka Akcyjna,10501272,"Dąbrowa Górnicza, ul. 3 Maja 1, 41-300"
Bank Polska Kasa Opieki Spółka Akcyjna,12406058,"Warszawa, ul. Hanki Czaki 2, 01-588"
Morąsko-Zalewski Bank Spółdzielczy,88431026,"Małdyty, ul. Kopernika 10, 14-330"
Bank Spółdzielczy w Wysokiem Mazowieckiem,87740000,"Wysokie Mazowieckie, ul. Jagiellońska 14, 18-200"
Bank Spółdzielczy w Namysłowie,88901066,"Pokój, ul. 1 Maja 33, 46-034"
mBank Spółka Akcyjna,11400026,"Warszawa, ul. Prosta 68, 00-838"
ING Bank Śląski Spółka Akcyjna,10500031,"Katowice, ul. Sokolska 34, 40-086"
Bieszczadzki Bank Spółdzielczy w Ustrzykach Dolnych,86210007,"Ustrzyki Dolne, ul. Bełska 12, 38-700"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10203437,"Pabianice, ul. Zamkowa 40, 95-200"
Bank Spółdzielczy w Lipinkach,86280000,"Lipinki, Lipinki 444, 38-305"
Bank Polska Kasa Opieki Spółka Akcyjna,12402438,"Bełżyce, ul. Rynek 26, 24-200"
DNB Bank Polska Spółka Akcyjna,13701268,"Warszawa, ul. Postępu 15C, 02-676"
Credit Agricole Bank Polska Spółka Akcyjna,19401076,"Wrocław, pl. Orląt Lwowskich 1, 53-605"
Santander Bank Polska Spółka Akcyjna,10901203,"Koło, ul. Zielona 2, 62-600"
Bank Spółdzielczy w Mszanie Dolnej,88081016,"Lubień, Lubień 50A, 32-433"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10203017,"Legnica, ul. Wrocławska 25, 59-220"
Bank Pocztowy Spółka Akcyjna,13201465,"Bydgoszcz, ul. Jagiellońska 17, 85-959"
Bank Spółdzielczy w Piwnicznej - Zdroju,88130004,"Piwniczna-Zdrój, ul. Rzeszutka 2, 33-350"
Credit Agricole Bank Polska Spółka Akcyjna,19400008,"Wrocław, ul. Legnicka 48 bud. C-D, 54-202"
DNB Bank Polska Spółka Akcyjna,13701112,"Warszawa, ul. Postępu 15C, 02-676"
Spółdzielcza Kasa Oszczędnościowo-Kredytowa „Szopienice” w Katowicach,70050017,"Zdzieszowice, ul. Bolesława Chrobrego 1B, 47-330"
ING Bank Śląski Spółka Akcyjna,10500275,"Katowice, ul. Chorzowska 50, 40-101"
Bank Spółdzielczy w Otwocku,80010005,"Otwock, ul. Kołłątaja 1B, 05-400"
Bank Ochrony Środowiska Spółka Akcyjna,15400020,"Warszawa, ul. Żelazna 32, 00-832"
Braniewsko - Pasłęcki Bank Spółdzielczy z siedzibą w Pasłęku,82970008,"Elbląg, ul. Zacisze 14-16, 82-300"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10205587,"Warszawa, ul. Puławska 15, 02-515"
Bank Spółdzielczy w Skępem,95460004,"Skępe, ul. Sierpecka 72, 87-630"
Bank Polska Kasa Opieki Spółka Akcyjna,12400072,"Szczecin, al. Wojska Polskiego 1, 70-470"
Bank Ochrony Środowiska Spółka Akcyjna,15401027,"Bydgoszcz, ul. Pl. Kościeleckich 3, 85-033"
Bank Spółdzielczy w Proszowicach,85971011,"Racławice, Racławice 50, 32-222"
BNP Paribas Bank Polska Spółka Akcyjna,20302267,"Kraków, ul. Armii Krajowej 28, 30-150"
Bank Pocztowy Spółka Akcyjna,13201221,"Bydgoszcz, ul. Jagiellońska 17, 85-959"
Bank Pocztowy Spółka Akcyjna,13202547,"Bydgoszcz, ul. Jagiellońska 17, 85-959"
Orzesko-Knurowski Bank Spółdzielczy  z siedzibą w Knurowie,84541053,"Ornontowice, ul. Zwycięstwa 26A, 43-178"
Bank Polska Kasa Opieki Spółka Akcyjna,12404269,"Trzebinia, Rynek 23, 32-540"
Bank Spółdzielczy w Namysłowie,88901024,"Świerczów, ul. Brzeska 30, 46-112"
Bank Spółdzielczy Duszniki,90720002,"Szamotuły, ul. Rynek 7, 64-500"
Gospodarczy Bank Spółdzielczy w Strzelinie,95880004,"Strzelin, ul. Kilińskiego nr 2 lok. 4, 57-100"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10200146,"Łomianki, ul. Warszawska 148, 05-092"
ING Bank Śląski Spółka Akcyjna,10501966,"Płock, ul. Bielska 51, 09-400"
Bank Spółdzielczy Ziemi Kaliskiej,84040006,"Koźminek, pl. Wolności 6, 62-840"
Bank Spółdzielczy w Wielopolu Skrzyńskim,91730002,"Wielopole Skrzyńskie, Rynek 196, 39-110"
Bank Spółdzielczy w Rzeszowie,91620000,"Rzeszów, ul. Płk.Lisa Kuli 16, 35-025"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10201752,"Elbląg, ul. Królewiecka 88, 82-300"
Bank Spółdzielczy Ziemi Kraśnickiej  w Kraśniku,87171035,"Wilkołaz Pierwszy, Wilkołaz Pierwszy 41, 23-212"
Bank Spółdzielczy w Krzepicach,82501013,"Opatów, ul. Kuźnicka 31, 42-152"
Bank Spółdzielczy we Włoszczowie,82761026,"Secemin, pl. Wolności 15, 29-145"
Bank Spółdzielczy w Szczuczynie,87680003,"Szczuczyn, pl. Tysiąclecia 27, 19-230"
Bank Spółdzielczy w Łomży,87571024,"Śniadowo, ul. Ostrołęcka 20, 18-411"
Bank Polska Kasa Opieki Spółka Akcyjna,12404416,"Kielce, al. 1000-lecia Państwa Polskiego 4, 25-519"
Bank Polska Kasa Opieki Spółka Akcyjna,12401431,"Kraków, ul. Fabryczna 11, 31-553"
Bank Spółdzielczy w Tarnobrzegu,94341038,"Łoniów, Łoniów 87, 27-670"
Santander Bank Polska Spółka Akcyjna,10901304,"Łódź, ul. Sienkiewicza 24, 90-950"
"Bank Spółdzielczy ""Wspólna Praca"" w Kutnie",90210008,"Kutno, ul. Barlickiego 33, 99-300"
Bank Spółdzielczy w Jaworze,86471033,"Paszowice, Paszowice 70, 59-411"
Bank Spółdzielczy w Pionkach,91411028,"Kozienice, ul. Warszawska 51, 26-900"
Bank Spółdzielczy Ziemi Szczecińskiej,93871042,"Stargard, ul. Hetmana Stefana Czarnieckiego 23G, 73-110"
Bank Spółdzielczy w Staszowie,94311015,"Iwaniska, ul. Opatowska 21, 27-570"
Alior Bank Spółka Akcyjna,10600076,"Warszawa, ul. Łopuszańska 38D, 02-232"
Bank Polska Kasa Opieki Spółka Akcyjna,12402467,"Poniatowa, ul. Młodzieżowa 2, 24-320"
Bank Polska Kasa Opieki Spółka Akcyjna,12401965,"Kłodzko, ul. Chrobrego 20, 57-300"
Bank Polska Kasa Opieki Spółka Akcyjna,12406061,"Warszawa, ul. Hanki Czaki 2, 01-588"
Bank Polska Kasa Opieki Spółka Akcyjna,12404647,"Kraków, Os. Centrum B1, 31-926"
"Bank Spółdzielczy ""MAZOWSZE"" w Płocku",90421055,"Zawidz, ul. Mazowiecka 28, 09-226"
Bank Polska Kasa Opieki Spółka Akcyjna,12404777,"Rzeszów, ul. Juliusza Słowackiego 5, 35-060"
Bank Spółdzielczy w Bielsku Podlaskim,80610003,"Bielsk Podlaski, ul. 3 Maja 14, 17-100"
Bank Millennium Spółka Akcyjna,14700002,"Wrocław, ul. Świętego Mikołaja 72, 50-126"
RCI Banque Spółka Akcyjna Oddział w Polsce,26400002,"Warszawa, ul. Marynarska 13, 02-674"
Svenska Handelsbanken AB Spółka Akcyjna Oddział w Polsce,22500001,"Warszawa, ul. Wołoska 22, 02-675"
Bank Spółdzielczy w Cycowie,81910003,"Cyców, ul. Chełmska 14, 21-070"
Lubuski Bank Spółdzielczy,83720008,"Santok, ul. Gralewska 6B, 66-431"
Bank Spółdzielczy w Białej Podlaskiej,80250007,"Biała Podlaska, ul. Kolejowa 5, 21-500"
Santander Bank Polska Spółka Akcyjna,15001706,"Sopot, ul. Fryderyka Chopina 6, 81-752"
Bank Spółdzielczy Ziemi Łowickiej w Łowiczu,92840005,"Teresin, ul. Szymanowska 14, 96-515"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10202791,"Koszalin, ul. Młyńska 20, 75-054"
Narodowy Bank Polski,10101599,"Szczecin, ul. Teofila Starzyńskiego 1, 70-506"
Bank Spółdzielczy w Sędziszowie Młp.,91721013,"Iwierzyce, Iwierzyce 80, 39-124"
Hexa Bank Spółdzielczy,87620009,"Piątnica Poduchowna, ul. Stawiskowska 30, 18-421"
Bank Polska Kasa Opieki Spółka Akcyjna,12401659,"Kędzierzyn-Koźle, pl. Wolności 6-7, 47-220"
Bank Polska Kasa Opieki Spółka Akcyjna,12405862,"Kozienice, ul. Batalionów Chłopskich 32/34, 26-900"
Bank Polska Kasa Opieki Spółka Akcyjna,12405905,"Tomaszów Lubelski, ul. Lwowska 80, 22-600"
Bank Polska Kasa Opieki Spółka Akcyjna,12405279,"Hajnówka, ul. 3 Maja 34, 17-200"
Bank Spółdzielczy w Leśniowicach,81950009,"Leśniowice, Leśniowice 22A, 22-122"
Bank Spółdzielczy w Kłodzku,95231040,"Bystrzyca Kłodzka, ul. Sienkiewicza 2, 57-500"
Santander Bank Polska Spółka Akcyjna,10901287,"Rawicz, Rynek 18, 63-900"
Bank Spółdzielczy w Starogardzie Gdańskim,83400001,"Starogard Gdański, ul. Rynek 8, 83-200"
Alior Bank Spółka Akcyjna,10600340,"Warszawa, ul. Łopuszańska 38D, 02-232"
Bank Spółdzielczy w Proszowicach,85971040,"Niegardów, Niegardów 44, 32-104"
Bank Spółdzielczy w Sejnach,93541017,"Wiżajny, ul. Rynek 3, 16-407"
Bank Spółdzielczy w Biszczy,96490002,"Biszcza, Biszcza 72, 23-425"
Bank Spółdzielczy w Prudniku,89051010,"Korfantów, pl. Rynek 18, 49-137"
Pieniński Bank Spółdzielczy,88170000,"Krościenko nad Dunajcem, ul. Rynek 12, 34-450"
Bank Spółdzielczy w Łukowie,87210008,"Kock, ul. Jana Pawła II 35, 21-150"
Bank Spółdzielczy w Świdnicy,95311032,"Żarów, ul. Armii Krajowej 48, 58-130"
Santander Bank Polska Spółka Akcyjna,10902330,"Nowa Ruda, ul. Armii Krajowej 4, 57-400"
Bank Spółdzielczy w Starachowicach,85180006,"Starachowice, ul. Kilińskiego 1, 27-200"
Santander Bank Polska Spółka Akcyjna,15002240,"Ełk, ul. Juliusza Słowackiego 15F, 19-300"
Bank Polska Kasa Opieki Spółka Akcyjna,12402496,"Lublin, ul. 1 Maja 10, 20-410"
Bank Spółdzielczy w Tyczynie,91641018,"Chmielnik, Chmielnik 50, 36-016"
Bank Polska Kasa Opieki Spółka Akcyjna,12402542,"Gorlice, Jagiełły 6, 38-300"
Bank Polska Kasa Opieki Spółka Akcyjna,12403956,"Chojna, ul. Mieszka I 11A, 74-500"
Bank Gospodarstwa Krajowego,11301062,"Warszawa, Al. Jerozolimskie 7, 00-955"
Santander Bank Polska Spółka Akcyjna,10901391,"Szamotuły, ul. Dworcowa 27, 64-500"
Bank Spółdzielczy w Dynowie,90931017,"Nozdrzec, Nozdrzec 234, 36-245"
Bank Spółdzielczy w Grybowie,87971039,"Uście Gorlickie, Uście Gorlickie 177, 38-315"
mBank Spółka Akcyjna,11401687,"Aleksandrów Łódzki, ul. Piotrkowska 22, 95-070"
ESBANK Bank Spółdzielczy,89781021,"Sulmierzyce, pl. im. Gabriela Turskiego 8, 98-338"
